代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
601298,青岛港,港口,20260108,8.49,20260313,9.25,900,676.1,8.99%,64,Rank 4.79%,"Rank 4.79%, Score 0.0150, BULL",Close all,Close all,END,csi300
001289,龙源电力,新型电力,20260112,15.76,20260313,18.55,900,2487.8,17.69%,60,Rank 1.28%,"Rank 1.28%, Score 0.0793, BULL",Close all,Close all,END,csi300
601669,中国电建,建筑工程,20260119,5.84,20260313,7.19,2300,3083.5,23.12%,53,Rank 0.63%,"Rank 0.63%, Score 0.0327, BULL",Close all,Close all,END,csi300
600918,中泰证券,证券,20260202,6.4,20260313,6.24,800,-134.5,-2.50%,39,Rank 1.26%,"Rank 1.26%, Score 0.0326, BULL",Close all,Close all,END,csi300
601998,中信银行,银行,20260202,7.56,20260313,7.69,400,49.2,1.76%,39,Rank 1.89%,"Rank 1.89%, Score 0.0295, BULL",Close all,Close all,END,csi300
000708,中信特钢,特种钢,20260202,15.0,20260313,17.63,100,261.5,17.59%,39,Rank 2.83%,"Rank 2.83%, Score 0.0254, BULL",Close all,Close all,END,csi300
600875,东方电气,电气设备,20260227,37.07,20260313,38.4,100,128.0,3.59%,14,Rank 1.26%,"Rank 1.26%, Score 0.0307, BULL",Close all,Close all,END,csi300
600176,中国巨石,玻璃,20260303,26.73,20260313,26.38,400,-155.2,-1.32%,10,Rank 1.58%,"Rank 1.58%, Score 0.0480, BULL",Close all,Close all,END,csi300
300251,光线传媒,影视音像,20260305,17.52,20260313,16.44,200,-220.3,-6.16%,8,Rank 0.95%,"Rank 0.95%, Score 0.0712, BULL",Close all,Close all,END,csi300
688223,晶科能源,电气设备,20260305,7.05,20260313,7.89,300,248.9,11.91%,8,Rank 1.26%,"Rank 1.26%, Score 0.0588, BULL",Close all,Close all,END,csi300
600161,天坛生物,生物制药,20260309,16.01,20260313,16.04,500,4.6,0.19%,4,Rank 1.26%,"Rank 1.26%, Score 0.0586, BULL",Close all,Close all,END,csi300
000301,东方盛虹,化纤,20260310,11.76,20260313,11.56,600,-129.0,-1.70%,3,Rank 1.26%,"Rank 1.26%, Score 0.0369, BULL",Close all,Close all,END,csi300
600989,宝丰能源,化工原料,20260310,28.95,20260313,34.7,100,570.5,19.86%,3,Rank 2.52%,"Rank 2.52%, Score 0.0259, BULL",Close all,Close all,END,csi300
601898,中煤能源,煤炭开采,20260312,19.61,20260313,19.06,600,-343.1,-2.79%,1,Rank 1.26%,"Rank 1.26%, Score 0.0713, BULL",Close all,Close all,END,csi300
