代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
000831,中国稀土,小金属,20260212,58.36,20260311,54.9,300,-1059.4,-5.93%,27,Rank 0.84%,"Rank 0.84%, Score 0.0705, BULL",BULL trailing stop (15.5%),BULL trailing stop (15.5%),BULL,csi500
000636,风华高科,元器件,20260130,20.5,20260312,22.5,100,197.1,9.76%,41,Rank 2.02%,"Rank 2.02%, Score 0.0607, BULL",BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
300748,金力永磁,矿物制品,20260205,34.88,20260312,35.05,100,12.5,0.49%,35,Rank 1.68%,"Rank 1.68%, Score 0.0600, BULL",BULL trailing stop (15.1%),BULL trailing stop (15.1%),BULL,csi500
002353,杰瑞股份,化工机械,20260106,73.27,20260313,105.23,100,3182.3,43.62%,66,Rank 1.85%,"Rank 1.85%, Score 0.0643, BULL",BULL trailing stop (15.8%),BULL trailing stop (15.8%),BULL,csi500
600418,江淮汽车,汽车整车,20260202,52.51,20260313,49.01,100,-356.4,-6.67%,39,Rank 0.34%,"Rank 0.34%, Score 0.0770, BULL",BULL trailing stop (15.4%),BULL trailing stop (15.4%),BULL,csi500
002126,银轮股份,汽车配件,20260205,44.4,20260313,45.97,200,302.0,3.54%,36,Rank 0.84%,"Rank 0.84%, Score 0.0708, BULL",BULL trailing stop (15.4%),BULL trailing stop (15.4%),BULL,csi500
000733,振华科技,元器件,20260205,54.26,20260313,49.88,100,-444.5,-8.07%,36,Rank 1.51%,"Rank 1.51%, Score 0.0640, BULL",BULL Hard stop (-8.1%),BULL Hard stop (-8.1%),BULL,csi500
600487,亨通光电,通信设备,20260105,24.8,20260313,49.68,200,4963.1,100.32%,67,Rank 1.01%,"Rank 1.01%, Score 0.0693, BULL",Close all,Close all,END,csi500
600157,永泰能源,火力发电,20260105,1.58,20260313,1.94,3400,1215.4,22.78%,67,Rank 2.19%,"Rank 2.19%, Score 0.0568, BULL",Close all,Close all,END,csi500
600096,云天化,农药化肥,20260105,33.81,20260313,43.13,100,926.4,27.57%,67,Rank 2.70%,"Rank 2.70%, Score 0.0550, BULL",Close all,Close all,END,csi500
601179,中国西电,电气设备,20260105,9.45,20260313,17.65,500,4088.5,86.77%,67,Rank 2.87%,"Rank 2.87%, Score 0.0547, BULL",Close all,Close all,END,csi500
600498,烽火通信,通信设备,20260119,39.31,20260313,52.36,400,5192.8,33.20%,53,Rank 0.68%,"Rank 0.68%, Score 0.0902, BULL",Close all,Close all,END,csi500
600884,杉杉股份,电气设备,20260121,13.9,20260313,14.55,400,252.4,4.68%,51,Rank 1.18%,"Rank 1.18%, Score 0.0588, BULL",Close all,Close all,END,csi500
000400,许继电气,电气设备,20260130,30.1,20260313,31.28,100,114.0,3.92%,42,Rank 0.67%,"Rank 0.67%, Score 0.0749, BULL",Close all,Close all,END,csi500
600312,平高电气,电气设备,20260130,21.41,20260313,23.29,100,185.0,8.78%,42,Rank 0.84%,"Rank 0.84%, Score 0.0710, BULL",Close all,Close all,END,csi500
600141,兴发集团,农药化肥,20260202,36.77,20260313,40.78,100,395.7,10.91%,39,Rank 1.34%,"Rank 1.34%, Score 0.0620, BULL",Close all,Close all,END,csi500
600170,上海建工,建筑工程,20260202,2.83,20260313,3.02,1400,260.5,6.71%,39,Rank 2.35%,"Rank 2.35%, Score 0.0574, BULL",Close all,Close all,END,csi500
002487,大金重工,电气设备,20260205,62.64,20260313,80.79,100,1804.6,28.98%,36,Rank 0.17%,"Rank 0.17%, Score 0.0851, BULL",Close all,Close all,END,csi500
300763,锦浪科技,电气设备,20260205,80.8,20260313,103.16,100,2222.6,27.67%,36,Rank 1.17%,"Rank 1.17%, Score 0.0684, BULL",Close all,Close all,END,csi500
002532,天山铝业,铝,20260205,17.83,20260313,19.04,200,237.3,6.79%,36,Rank 1.85%,"Rank 1.85%, Score 0.0589, BULL",Close all,Close all,END,csi500
600977,中国电影,影视音像,20260303,13.82,20260313,13.44,600,-238.5,-2.75%,10,Rank 0.67%,"Rank 0.67%, Score 0.0698, BULL",Close all,Close all,END,csi500
002080,中材科技,玻璃,20260303,46.83,20260313,45.98,100,-91.0,-1.82%,10,Rank 0.84%,"Rank 0.84%, Score 0.0665, BULL",Close all,Close all,END,csi500
000039,中集集团,运输设备,20260303,12.8,20260313,12.28,500,-268.0,-4.06%,10,Rank 1.01%,"Rank 1.01%, Score 0.0658, BULL",Close all,Close all,END,csi500
300432,富临精工,汽车配件,20260303,16.38,20260313,17.65,300,374.1,7.75%,10,Rank 1.18%,"Rank 1.18%, Score 0.0654, BULL",Close all,Close all,END,csi500
688249,晶合集成,半导体,20260303,31.53,20260313,32.15,100,57.8,1.97%,10,Rank 1.68%,"Rank 1.68%, Score 0.0619, BULL",Close all,Close all,END,csi500
600637,东方明珠,影视音像,20260303,10.52,20260313,10.4,400,-53.4,-1.14%,10,Rank 2.02%,"Rank 2.02%, Score 0.0603, BULL",Close all,Close all,END,csi500
688469,芯联集成-U,半导体,20260303,7.04,20260313,7.01,600,-23.5,-0.43%,10,Rank 2.19%,"Rank 2.19%, Score 0.0601, BULL",Close all,Close all,END,csi500
001203,大中矿业,普钢,20260303,35.67,20260313,39.5,100,377.9,10.74%,10,Rank 2.36%,"Rank 2.36%, Score 0.0586, BULL",Close all,Close all,END,csi500
000933,神火股份,铝,20260304,35.42,20260313,36.88,500,706.0,4.12%,9,Rank 0.17%,"Rank 0.17%, Score 0.0744, BULL",Close all,Close all,END,csi500
002312,川发龙蟒,化工原料,20260304,13.2,20260313,13.33,800,90.1,0.98%,9,Rank 1.01%,"Rank 1.01%, Score 0.0614, BULL",Close all,Close all,END,csi500
300339,润和软件,软件服务,20260311,46.98,20260313,44.96,400,-828.5,-4.28%,2,Rank 0.50%,"Rank 0.50%, Score 0.0656, BULL",Close all,Close all,END,csi500
300251,光线传媒,影视音像,20260312,16.7,20260313,16.44,400,-112.5,-1.56%,1,Rank 0.50%,"Rank 0.50%, Score 0.0711, BULL",Close all,Close all,END,csi500
600839,四川长虹,家用电器,20260312,9.91,20260313,9.68,400,-97.0,-2.32%,1,Rank 1.34%,"Rank 1.34%, Score 0.0567, BULL",Close all,Close all,END,csi500
002407,多氟多,化工原料,20260313,30.85,20260313,30.85,200,-8.0,0.00%,0,Rank 1.01%,"Rank 1.01%, Score 0.0622, BULL",Close all,Close all,END,csi500
002335,科华数据,电气设备,20260313,64.06,20260313,64.06,100,-8.3,0.00%,0,Rank 1.51%,"Rank 1.51%, Score 0.0569, BULL",Close all,Close all,END,csi500
600418,江淮汽车,汽车整车,20260313,49.01,20260313,49.01,100,-6.4,0.00%,0,Rank 1.85%,"Rank 1.85%, Score 0.0550, BULL",Close all,Close all,END,csi500
000537,绿发电力,新型电力,20260313,12.45,20260313,12.45,300,-4.9,0.00%,0,Rank 2.18%,"Rank 2.18%, Score 0.0537, BULL",Close all,Close all,END,csi500
