代码,名称,行业,买入日期,买入价,卖出日期,卖出价,股数,盈亏金额,盈亏比例,持有天数,买入信号,买入原因,卖出信号,卖出原因,市场状态,股票池
300763,锦浪科技,电气设备,20260205,80.8,20260313,103.16,100,2222.6,27.67%,36,Rank 1.17%,"Rank 1.17%, Score 0.0684, BULL",Close all,Close all,END,csi500
002532,天山铝业,铝,20260205,17.83,20260313,19.04,400,474.5,6.79%,36,Rank 1.85%,"Rank 1.85%, Score 0.0589, BULL",Close all,Close all,END,csi500
002756,永兴材料,小金属,20260212,51.3,20260313,70.35,200,3793.1,37.15%,29,Rank 1.51%,"Rank 1.51%, Score 0.0650, BULL",Close all,Close all,END,csi500
000933,神火股份,铝,20260225,31.78,20260313,36.88,300,1515.6,16.05%,16,Rank 0.84%,"Rank 0.84%, Score 0.0723, BULL",Close all,Close all,END,csi500
600977,中国电影,影视音像,20260303,13.82,20260313,13.44,500,-198.7,-2.75%,10,Rank 0.67%,"Rank 0.67%, Score 0.0698, BULL",Close all,Close all,END,csi500
002080,中材科技,玻璃,20260303,46.83,20260313,45.98,100,-91.0,-1.82%,10,Rank 0.84%,"Rank 0.84%, Score 0.0665, BULL",Close all,Close all,END,csi500
300432,富临精工,汽车配件,20260303,16.38,20260313,17.65,300,374.1,7.75%,10,Rank 1.18%,"Rank 1.18%, Score 0.0654, BULL",Close all,Close all,END,csi500
600096,云天化,农药化肥,20260303,41.18,20260313,43.13,100,189.4,4.74%,10,Rank 1.52%,"Rank 1.52%, Score 0.0633, BULL",Close all,Close all,END,csi500
688249,晶合集成,半导体,20260303,31.53,20260313,32.15,100,57.8,1.97%,10,Rank 1.68%,"Rank 1.68%, Score 0.0619, BULL",Close all,Close all,END,csi500
600637,东方明珠,影视音像,20260303,10.52,20260313,10.4,300,-40.1,-1.14%,10,Rank 2.02%,"Rank 2.02%, Score 0.0603, BULL",Close all,Close all,END,csi500
301611,珂玛科技,半导体,20260304,115.15,20260313,107.52,100,-777.0,-6.63%,9,Rank 0.34%,"Rank 0.34%, Score 0.0731, BULL",Close all,Close all,END,csi500
300339,润和软件,软件服务,20260311,46.98,20260313,44.96,400,-828.5,-4.28%,2,Rank 0.50%,"Rank 0.50%, Score 0.0656, BULL",Close all,Close all,END,csi500
300251,光线传媒,影视音像,20260312,16.7,20260313,16.44,900,-253.2,-1.56%,1,Rank 0.50%,"Rank 0.50%, Score 0.0711, BULL",Close all,Close all,END,csi500
002407,多氟多,化工原料,20260313,30.85,20260313,30.85,200,-8.0,0.00%,0,Rank 1.01%,"Rank 1.01%, Score 0.0622, BULL",Close all,Close all,END,csi500
600418,江淮汽车,汽车整车,20260313,49.01,20260313,49.01,100,-6.4,0.00%,0,Rank 1.85%,"Rank 1.85%, Score 0.0550, BULL",Close all,Close all,END,csi500
000537,绿发电力,新型电力,20260313,12.45,20260313,12.45,300,-4.9,0.00%,0,Rank 2.18%,"Rank 2.18%, Score 0.0537, BULL",Close all,Close all,END,csi500
600673,东阳光,综合类,20260313,34.82,20260313,34.82,100,-4.5,0.00%,0,Rank 2.35%,"Rank 2.35%, Score 0.0535, BULL",Close all,Close all,END,csi500
300001,特锐德,电气设备,20260313,30.85,20260313,30.85,100,-4.0,0.00%,0,Rank 3.19%,"Rank 3.19%, Score 0.0509, BULL",Close all,Close all,END,csi500
